"ID","MonthlyIncome"
1108,6304.44124196933
1109,5955.75580343067
1110,5956.51126301049
1111,6208.83985047721
1112,10214.8568915807
1113,10261.8347636376
1114,6732.08272082346
1115,10532.0006657176
1116,2209.21507415765
1117,6845.41364435392
1118,6073.75689943724
1119,10842.1513105728
1120,2169.49539581791
1121,10701.2133024004
1122,14881.2236220163
1123,6036.95127684188
1124,14050.8249994903
1125,2035.89641829385
1126,2018.78761761672
1127,2120.70751574179
1128,6132.09629761373
1129,13984.4988936605
1130,2066.09152417693
1131,10060.4526524116
1132,14027.1595733883
1133,6028.93762354485
1134,2054.43530119944
1135,2400.12584706256
1136,2153.87056865669
1137,2835.07941092135
1138,6064.28621826803
1139,10071.9246478846
1140,13758.7497880401
1141,6071.57135762896
1142,6063.55770433193
1143,10725.8254943668
1144,5870.91776033901
1145,6278.10695769509
1146,6074.53930466077
1147,5991.85985773366
1148,2128.77506032626
1149,2032.95541690575
1150,6065.71630049649
1151,2054.43530119944
1152,6053.03247472336
1153,6854.4818460903
1154,1977.6109114048
1155,6226.67716509043
1156,14433.8583756002
1157,2158.26859791697
1158,6658.17238677319
1159,2062.44895449646
1160,6087.67950115417
1161,2106.13723701993
1162,10152.6297261516
1163,2257.24749465395
1164,10105.5710171635
1165,2175.32350730666
1166,2002.73336537895
1167,10055.598252431
1168,5960.15383269095
1169,2153.1420547206
1170,2167.30985400963
